(0.9870740305522914, -3.144654088050314)
(1.1515863689776733, -3.522012578616352)
(1.3160987074030552, -3.9622641509433967)
(1.4806110458284372, -4.528301886792453)
(1.645123384253819, -5.031446540880503)
(1.8096357226792008, -5.849056603773585)
(1.9741480611045827, -6.729559748427673)
(2.1386603995299645, -7.672955974842768)
(2.3031727379553466, -8.742138364779874)
(2.4676850763807283, -9.81132075471698)
(2.6321974148061105, -10.69182389937107)
(2.796709753231492, -11.446540880503145)
(2.9612220916568743, -11.949685534591195)
(3.125734430082256, -12.20125786163522)
(3.290246768507638, -12.20125786163522)
(3.45475910693302, -12.138364779874212)
(3.6192714453584016, -12.075471698113207)
(3.783783783783784, -11.949685534591195)
(3.9482961222091655, -11.949685534591195)
(4.112808460634548, -12.075471698113207)
(4.277320799059929, -12.138364779874212)
(4.441833137485312, -12.38993710691824)
(4.606345475910693, -12.578616352201257)
(4.770857814336075, -13.018867924528301)
(4.935370152761457, -13.459119496855346)
(5.09988249118684, -13.962264150943396)
(5.264394829612221, -14.591194968553458)
(5.428907168037602, -15.283018867924529)
(5.593419506462984, -16.10062893081761)
(5.7579318448883665, -16.9811320754717)
(5.922444183313749, -17.92452830188679)
(6.08695652173913, -18.930817610062892)
(6.251468860164512, -19.87421383647799)
(6.415981198589894, -20.628930817610062)
(6.580493537015276, -20.88050314465409)
(6.745005875440658, -20.754716981132077)
(6.90951821386604, -20.18867924528302)
(7.074030552291421, -19.371069182389938)
(7.238542890716803, -18.553459119496857)
(7.403055229142186, -17.735849056603776)
(7.567567567567568, -16.9811320754717)
(7.73207990599295, -16.22641509433962)
(7.896592244418331, -15.59748427672956)
(8.061104582843713, -15.031446540880504)
(8.225616921269095, -14.465408805031446)
(8.390129259694476, -14.025157232704402)
(8.554641598119858, -13.647798742138363)
(8.719153936545242, -13.270440251572326)
(8.883666274970624, -12.89308176100629)
(9.048178613396004, -12.578616352201257)
(9.212690951821386, -12.327044025157232)
(9.377203290246769, -12.0125786163522)
(9.54171562867215, -11.761006289308176)
(9.706227967097531, -11.572327044025156)
(9.870740305522913, -11.383647798742139)
(10.035252643948297, -11.257861635220126)
(10.19976498237368, -11.069182389937106)
(10.36427732079906, -10.943396226415095)
(10.528789659224442, -10.817610062893081)
(10.693301997649824, -10.69182389937107)
(10.857814336075204, -10.628930817610062)
(11.022326674500587, -10.50314465408805)
(11.186839012925969, -10.440251572327044)
(11.351351351351353, -10.377358490566039)
(11.515863689776733, -10.314465408805031)
(11.680376028202115, -10.18867924528302)
