(0.9870740305522914, -3.081761006289308)
(1.1515863689776733, -3.522012578616352)
(1.3160987074030552, -3.9622641509433967)
(1.4806110458284372, -4.465408805031447)
(1.645123384253819, -5.1572327044025155)
(1.8096357226792008, -5.786163522012578)
(1.9741480611045827, -6.415094339622641)
(2.1386603995299645, -7.232704402515723)
(2.3031727379553466, -8.050314465408805)
(2.4676850763807283, -8.867924528301888)
(2.6321974148061105, -9.685534591194969)
(2.796709753231492, -10.440251572327044)
(2.9612220916568743, -10.943396226415095)
(3.125734430082256, -11.320754716981131)
(3.290246768507638, -11.572327044025156)
(3.45475910693302, -11.572327044025156)
(3.6192714453584016, -11.572327044025156)
(3.783783783783784, -11.572327044025156)
(3.9482961222091655, -11.572327044025156)
(4.112808460634548, -11.572327044025156)
(4.277320799059929, -11.572327044025156)
(4.441833137485312, -11.69811320754717)
(4.606345475910693, -11.823899371069182)
(4.770857814336075, -12.0125786163522)
(4.935370152761457, -12.264150943396226)
(5.09988249118684, -12.515723270440251)
(5.264394829612221, -12.830188679245282)
(5.428907168037602, -13.270440251572326)
(5.593419506462984, -13.71069182389937)
(5.7579318448883665, -14.150943396226413)
(5.922444183313749, -14.716981132075471)
(6.08695652173913, -15.283018867924529)
(6.251468860164512, -15.974842767295598)
(6.415981198589894, -16.729559748427675)
(6.580493537015276, -17.48427672955975)
(6.745005875440658, -18.364779874213838)
(6.90951821386604, -19.371069182389938)
(7.074030552291421, -20.440251572327046)
(7.238542890716803, -21.635220125786162)
(7.403055229142186, -22.89308176100629)
(7.567567567567568, -24.465408805031448)
(7.73207990599295, -26.289308176100626)
(7.896592244418331, -28.176100628930815)
(8.061104582843713, -30.440251572327046)
(8.225616921269095, -32.704402515723274)
(8.390129259694476, -34.21383647798742)
(8.554641598119858, -32.893081761006286)
(8.719153936545242, -31.0062893081761)
(8.883666274970624, -29.308176100628927)
(9.048178613396004, -27.861635220125788)
(9.212690951821386, -26.60377358490566)
(9.377203290246769, -25.59748427672956)
(9.54171562867215, -24.77987421383648)
(9.706227967097531, -24.0251572327044)
(9.870740305522913, -23.333333333333336)
(10.035252643948297, -22.767295597484278)
(10.19976498237368, -22.264150943396224)
(10.36427732079906, -21.823899371069185)
(10.528789659224442, -21.446540880503147)
(10.693301997649824, -21.132075471698112)
(10.857814336075204, -20.817610062893085)
(11.022326674500587, -20.628930817610062)
(11.186839012925969, -20.37735849056604)
(11.351351351351353, -20.12578616352201)
(11.515863689776733, -20.062893081761008)
