(0.3246753246753247, 3.450834879406308)
(0.6493506493506493, 3.487940630797773)
(0.9740259740259739, 3.5435992578849715)
(1.2987012987012987, 3.59925788497217)
(1.6233766233766234, 3.692022263450835)
(1.9480519480519478, 3.821892393320965)
(2.272727272727273, 3.970315398886828)
(2.5974025974025974, 4.11873840445269)
(2.9220779220779223, 4.304267161410018)
(3.2467532467532467, 4.50834879406308)
(3.571428571428571, 4.768089053803339)
(3.8961038961038956, 5.064935064935065)
(4.220779220779221, 5.435992578849722)
(4.545454545454546, 5.8812615955473095)
(4.87012987012987, 6.345083487940631)
(5.194805194805195, 6.808905380333952)
(5.51948051948052, 7.198515769944342)
(5.8441558441558445, 7.513914656771799)
(6.168831168831169, 7.755102040816327)
(6.4935064935064934, 7.959183673469388)
(6.8181818181818175, 8.126159554730982)
(7.142857142857142, 8.237476808905381)
(7.467532467532467, 8.293135435992578)
(7.792207792207791, 8.293135435992578)
(8.116883116883116, 8.200371057513914)
(8.441558441558442, 7.959183673469388)
(8.766233766233766, 7.625231910946196)
(9.090909090909092, 7.291280148423006)
(9.415584415584416, 6.99443413729128)
(9.74025974025974, 6.86456400742115)
(10.064935064935066, 7.050092764378479)
(10.38961038961039, 7.513914656771799)
(10.714285714285714, 8.126159554730982)
(11.03896103896104, 8.738404452690167)
(11.363636363636363, 9.239332096474953)
(11.688311688311689, 9.499072356215214)
(12.012987012987013, 9.443413729128014)
(12.337662337662339, 9.09090909090909)
(12.662337662337661, 8.478664192949907)
(12.987012987012987, 7.736549165120594)
(13.311688311688313, 6.920222634508349)
(13.636363636363635, 6.178107606679035)
(13.96103896103896, 5.640074211502783)
(14.285714285714285, 5.2690166975881265)
(14.61038961038961, 4.972170686456401)
(14.935064935064934, 4.749536178107606)
(15.259740259740262, 4.545454545454546)
(15.584415584415583, 4.37847866419295)
(15.909090909090908, 4.174397031539888)
(16.233766233766232, 3.970315398886828)
(16.558441558441558, 3.7847866419294993)
(16.883116883116884, 3.6178107606679033)
(17.207792207792206, 3.432282003710575)
(17.532467532467532, 3.2653061224489797)
(17.857142857142854, 3.0983302411873836)
